original_comment,comment,sentiment
"Menteri Keuangan RI Bpk.Purbaya Yudhi Sadewa, setuju dan Presiden RI bpk.Prabowo Subianto, insyaallah tidak salah pilih dengan Menteri Keuangan RI,saat ini, dan setuju , diberhentikan tidak hormat atau dipecat bagi Direksi, Direktur, Kepala Divisi, kepala marketing, yang tidak bisa menyalurkan kredit dan jika macet dipecat, dengan dana yang diberikan pemerintah, bunga' pinjaman , harus diturunkan dan termasuk kebijakan kepada nasabah,dan nasabah kredit jika melunasi pinjaman dipermudah 1x 24 jam, dan tidak dikenakan biaya administrasi lainnya, .. semoga bpk.purbaya Yudhi Sadewa sehat selalu bersama keluarga.... Aamin ya rabbal Alamin 🤲🤲🙏",menteri uang ri bpkpurbaya yudhi sadewa tuju presiden ri bpkprabowo subianto insyaallah tidak salah pilih menteri uang ri tuju henti tidak hormat pecat direksi direktur kepala divisi kepala marketing tidak salur kredit macet pecat dana beri perintah bunga pinjam turun masuk bijak nasabah nasabah kredit lunas pinjam mudah jam tidak kena biaya administrasi lain moga bpkpurbaya yudhi sadewa sehat selalu sama keluarga amin nya rabbal alamin,Positif
Semoga pak dirut punya banyak ide nyalurkan dana yg digelontor menkeu.,moga pak dirut punya banyak ide nyalurkan dana gelontor menteri uang,Positif
Mantap pak Joss..! ❤ Masih banyak yang mau bekerja baik jujur amanah dan rajin,mantap pak jos banyak mau kerja baik jujur amanah rajin,Positif
"Jangan hanya dipecat, siruh pertanghung jawabkan kredit macetnya. Suruh ganti",jangan pecat suruh tanggung jawab kredit macet suruh ganti,Positif
Tujuan utama nya negara ingin memajukan rakyat nya tanpa harus banting tulang.. yang banting tulang pihak ke 3 aja .. 😂,tuju utama nya negara maju rakyat nya tanpa banting tulang banting tulang pihak,Negatif
Bersiaplah akan kemungkinan kredit macet,siap mungkin kredit macet,Negatif
Himbara merupakan singkatan dari Himpunan Bank-Bank Milik Negara.,himbara rupa singkat himpun bankbank milik negara,Netral
"Bagi ke rakyat, Indonesia pasti sejahtera",rakyat indonesia sejahtera,Negatif
Halus Ter arah ..kliatan nanti para dirutnya mang pantas jadi Dirut BUMN ataw GK ....kW GK becus pecat dan periksa audit pa Mentri ...biar mereka ini mkiiikir enak az gaji gede GK kerja maksima,halus ter arah lihat dirutnya memang pantas jadi dirut bumn tidak kau tidak becus pecat periksa audit apa menteri biar mikir enak aja gaji gede tidak kerja maksimal,Positif
"sikat semua pak, benahi ekonomi  negara, rakyat indonesia siap pasang badan jika ada yang macam macam,kita punya power of netizen",sikat semua pak benah ekonomi negara rakyat indonesia siap pasang badan macam macam punya power of netizen,Positif
Hati hati pak di salurkan ke pinjol yg mencekik rakyat gara gara bunga yg gak masuk akal .tertibkan pinjol yg ilegal dan legal dgn suku bunga tinggi .,hati hati pak salur salur pinjam online cekik rakyat gara gara bunga tidak masuk akal tertib pinjam online ilegal legal suku bunga tinggi,Negatif
Iya itu kontradiksi dengan kebijakan pengampunan kredit macet UKM oleh pemerintah...sedangkan Mentri keuangan berharap bank berhati2 dalam penyaluran kredit..,iya kontradiksi bijak ampun kredit macet ukm perintah menteri uang harap bank hati salur kredit,Negatif
Jika korupsi harus dihukum gantung ditengah keramaian biar koruptor jera terus seluruh asetnya dirampas oleh negara ❤❤❤❤❤,korupsi hukum gantung tengah ramai biar koruptor jera terus seluruh aset rampas negara,Positif
Kalo macet kan yg sejahtera Rakyat,kalau macet kan sejahtera rakyat,Negatif
BuKan dipecat doank pak hukuman mati dan mengembalikan 200T,bukan pecat doang pak hukum mati kembali,Negatif
"Yang ingin menjegal kemakmuran Indonesia siapapun lawan pak.. Tenang rakyat bersama bapak... Lawan, hajar, pecat penjarakan",jegal makmur indonesia siapa lawan pak tenang rakyat sama bapak lawan hajar pecat penjara,Positif
Di situasi ekonomi masyarakat seperti saat ini beresiko tinggi dalam pemberian kredit,salur situasi ekonomi masyarakat resiko tinggi beri kredit,Negatif
"Yg bkin suka gini,gak ada lagi komisaris,dirut abal abal. Semua akan sesuai pada kompetensinya. Kerja nyata. gak cm ongkang ongkang.  Ibarat  tanpa nodong kasih tugas udah  kelar.",bikin suka begini tidak komisaris dirut abal abal semua sesuai kompetensi kerja nyata tidak cuma ongkang ongkang ibarat tanpa nodong beri tugas kelar,Positif
Rakyat butuh pinjaman yang cicilan nya nggak memberat kan...pasti rakyat turut adil dan membangun...❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,rakyat butuh pinjam cicil nya tidak berat kan rakyat turut adil bangun,Positif
Yg macet itu biasa nya dari rakyat juga klw pinjam uang tapi gak sanggup nyicil .yah jaman lagi serba sulit,macet biasa nya rakyat kalau pinjam uang tidak sanggup cicil nya zaman serba sulit,Negatif
"Setuju,jgn rakyat saja yg diperas.sekarang waktunya para pejabat gawe yg bener jgn enak-enak saja..",tuju jangan rakyat diperassekarang waktu jabat kerja benarbenar jangan enakenak,Positif
Bukan Hanya Di Pecat Tapi Pidana Juga. Jika Memang Terjadi Kelalaian dalam Penyaluran Kredit.,bukan salur pecat pidana memang jadi lalai salur kredit,Positif
Dirut pasti nyantai ngak mau salurin mendingan diamin aja daripada nanti macet dipecat,dirut nyantai tidak mau salur mending diam macet pecat,Negatif
"Ok pak, bersih bersih pak",pak bersih bersih pak,Positif
"Harus tegas mmg pak Purbaya sama yg tdk becus kerjanya masih banyak yg pinter, jujur dan amanah",tegas memang pak purbaya saling tidak becus kerja banyak pintar jujur amanah,Positif
"Setuju , harus ada target Pak kl dikucurin dana dirut2 ga kerja enak donk",tuju target pak kalau dikucurin dana dirut tidak kerja enak dong,Positif
"Kredit macet itu,,ilmu lawas",kredit macet ilmu lawas,Negatif
"Harus ditekan untuk kerja keras,tugas bank kan mengembangkan dana untuk bernanfaat bg rakyat. Kalau macet ksn aneh.",tekan kerja keras tugas bank kan kembang dana manfaat bang rakyat kalau macet kesan aneh,Positif
Dirut pada ga bisa tidur ini😂😂 ga kaya biasanya 😂😂,dirut tidak tidur tidak biasa,Positif
"Benerr pak kita rakyat mau ngajuiin kredit susahnya setengah matii, lah yg perusahaan hutangnya banyak sudah nunggak n bermasalah pun Masi bisa d akal akalin mereka biar dananya keluar, itu kerjaannya org bank uangnya malah dbagi bagi mereka..dasar maling",benarbenar pak rakyat mau ngajuiin kredit susah tengah mati lah usaha hutang banyak nunggak masalah akal akal biar dana keluar kerja orang bank uang malah bagi dasar maling,Positif
Rakyat kecil kena SLIK OJK pak menteri…. Gimana bisa minta kredit?,rakyat kecil kena slick ojk pak menteri bagaimana minta kredit,Negatif
"Pak Pur, tetap sehat selalu.",pak purbaya tetap sehat selalu,Netral
"Sering yang dikasih kredit malah yang suka macet, yang bener malah disetujui",sering kasih kredit malah suka macet benarbenar malah tuju,Positif
buka lapangan kerja  sebanyak banyaknya  untuk  orang  tidak  mampu jangan  di batasi umur  yang tua pun  mau sama sama  cari makan  untuk  mensejahterakan  rakyat  itu baru benar,buka lapang kerja banyak banyak orang tidak mampu jangan salur batas umur tua mau saling saling cari makan sejahtera rakyat baru benarbenar,Netral
"Saya pelaku usaha,sdh pernah ngambil kredit usaha, masalahnya sekarang bila ambil kredit,usaha tetap jln ditempat,karena memang cuaca usaha sekarang susah dan tdk lancar, barang habis uangpun habis,ga bisa dipaksakan harus ambil kredit. Itu masalahnya",laku usaha pernah ngambil kredit usaha masalah sekarang bila ambil kredit usaha tetap jalan tempat memang cuaca usaha sekarang susah tidak lancar barang habis uang habis tidak paksa ambil kredit masalah,Negatif
"Pasti ada yang bermasalah dengan orang-orangnya, tentang penyaluran keuangan.",masalah orangorangnya salur uang,Positif
Setuju..pak..banyak Dirut..cuma pinter menyalurkan kredit tp tdk bertanggung jawab dengan pengembaliannya..cuma mengejar target krn dipaksa.😂dan tdk dgn prinsip kehati hatian.,tuju pak banyak dirut cuma pintar salur kredit tidak tanggung jawab kembali cuma kejar target paksa tidak prinsip kehatihatian hati,Positif
Itu bru kontrol yg pas tinggal aplikasi di lap. Kawal terus Pak.😊,baru kontrol pas tinggal aplikasi salur lapang kawal terus pak,Positif
Pantau terus pak jng seenaknya pakai dana trus mandek ga bisa bayar,pantau terus pak jangan enak pakai dana terus mampet tidak bayar,Positif
"Menghambat langkah, laju perputaran Ekonomi Indonesia. Tumbuh atau tidak.🇮🇩",hambat langkah laju putar ekonomi indonesia tumbuh tidak,Negatif
Ke rakyat kog takut macet..,rakyat kok takut macet,Positif
Duit nganggur di bank tak tersalurkan kredit aja bejibun dan dibelikan SBN ... Karena ekonomi sedang lesu om,duit nganggur salur bank tak salur kredit bejibun beli sbn ekonomi sedang lesu,Negatif
Kondisi ekonomi masyarakat saat ini lemah sehingga sangat mempengaruhi daya beli..kalaupun kreditur besar maupun umkm di kucurkan siapa yang mau beli dan itu akan mengakibatkan kredit macet secara massa..hendaknya penghasilan pajak dari masyarakat di kucurkan dulu untuk bantuan ke masyarakat sehingga bisa membeli semua kebutuhan hidup..di sini umkm bisa di kucurkan kreditnya jadi ekonomi mikro akan tergerak dan otomatis akan ekonomi makro juga akan terdongkrak..karena akar permasalahan saat ini rakyat tidak mampu beli apa2..ini yang harus negara perhatikan dan hadir...bukan hanya analisis laporan tapi data real yang ada di lapangan,kondisi ekonomi masyarakat lemah sangat pengaruh daya beli kalaupun kreditur besar maupun umkm salur kucur siapa mau beli akibat kredit macet masa hendak hasil pajak masyarakat salur kucur dulu bantu masyarakat beli semua butuh hidup salur sini umkm salur kucur kredit jadi ekonomi mikro gerak otomatis ekonomi makro dongkrak akar masalah rakyat tidak mampu beli apa negara perhati hadir bukan analisis lapor data real salur lapang,Negatif
"Ya, masih banyak yg layak jadi Dirut yg inovatif, insya Allah",nya banyak layak jadi dirut inovatif insya allah allah,Positif
Scr tidak langsung bunga bank yg rendah bisa menghapus pinjol asal syarat pinjamnya di permudah sesuai ketentuan.,tidak langsung bunga bank rendah hapus pinjam online asal syarat pinjam salur mudah sesuai tentu,Netral
ADA KUCURAN DANA DI JADIKAN DATA NASABAH MACET DI PERBESAR.... KELAKUAN KORUPTOR...INI PERLU DI LIDIK DAN KALAU ADA PENYELEWENGAN HARUS DI PIDANAKAN !!!...,kucur dana salur jadi data nasabah macet salur besar laku koruptor perlu salur lidik kalau seleweng salur pidana,Negatif
Se7 bgt sama statementnya pak Purbaya. .  Pecatin aj tuh dirut bqnk himbara yg males2an. . Gantikan dengan yg rajin cerdas & bersih. .,se banget saling statementnya pak purbaya pecatin dirut bank himbara malesan ganti rajin cerdas bersih,Positif
"Pengawasan juga harus ketat jangan sampai kredit di kucurkan ke perusahaan perusahaan milik kroni kroni politik, ujung ujung nya macet uang negara di bawa kabur, seperti halnya BLBI",awas ketat jangan kredit salur kucur usaha usaha milik kroni kroni politik ujung ujung nya macet uang negara salur bawa kabur hal blbi,Negatif
Bank pemerintah itu pelayanannya sangat buruk dibandingkan swasta... Antrinya ampun deeh....,bank perintah layan sangat buruk banding swasta antri ampun deh,Netral
"Kredit paling susah, apa lg orang miskin seperti kita",kredit paling susah apa orang miskin,Positif
"KUR bilangnya buat bantu usaha. Tapi kalo rakyat yg mau usaha baru, tapi gak ada angunan. Jangan harap",kur yang bilang buat bantu usaha kalau rakyat mau usaha baru tidak agun jangan harap,Negatif
Bank punya produk apa yg bisa dijual agar bisa kasi untung,bank punya produk apa jual beri untung,Netral
Buka usaha. Daya beli rendah. Omzet nggak nutup. Nggak bisa kembalikan.  Sebab semua pada nganggur.,buka usaha daya beli rendah omzet tidak tutup tidak kembali semua nganggur,Negatif
Setuju ....gaji paling besar tp 0 prestasi jd mubazir,tuju gaji paling besar prestasi jadi mubazir,Positif
kalo ngga di gitukan pasti kelakuannya pada aneh aneh tuh dirut,kalau tidak salur gitukan laku aneh aneh dirut,Positif
Salah satu masalah perbankan adalah peningkatan penyaluran kridit. Mangkanya laba perbankan nyaris tidak tumbuh. Diguyur dengan uang 200 T jelas membuat direksi Bank Himbara tambah pusing mencari kriditur yg potensial. Satu hal kridit itu tidak tumbuh bisa dilihat dari deviden yg tinggi.,salah satu masalah perban tingkat salur kredit makanya laba perban nyaris tidak tumbuh guyur uang jelas buat direksi bank himbara tambah pusing cari kriditur potensial satu kredit tidak tumbuh lihat deviden tinggi,Negatif
Cara memberi pinjamannya salah.sehingga banyak kredit macet kreditur gagal bayar.,cara beri pinjam salahsehingga banyak kredit macet kreditur gagal bayar,Positif
hh mgkn dia sdh cape mikir Krn dah tua.betul pak pecat dan ganti yg muda  pinter dan energik,h mungkin capek mikir deh tuabetul pak pecat ganti muda pintar energik,Positif
Ayo pak bersih2 terus ❤😂,ayo pak bersih terus,Positif
Yg ngide yg harus ngasih tau caranya jangan hanya buang tai tapi nggak bisa bersihinnya 😅,ngide asih tahu cara jangan buang tahi tidak bersihinnya,Negatif
Bikin peraturan mempermudah pinjaman bank aja gak bisa pecat ajalah Dirut nya😂,bikin atur mudah pinjam bank tidak pecat aja dirut nya,Positif
mirip dana 25 juta utk tiap rt di kota semarang ..rt nya pusing takut kena kpk wkwkwk mo make gak berani krn macem2 syarat yg harus dipenuhi.. dan pinter akal2 an,mirip dana juta tiap rt salur kota semarang rt nya pusing takut kena kpk wkwkwk mau pakai tidak berani macam syarat penuh pintar akal an,Negatif
Daya beli pak daya beli .... pengusaha ngk berani ambil kredit KLO daya beli turun drastis....adanya kemacetan yg d dapat,daya beli pak daya beli usaha tidak berani ambil kredit kalau daya beli turun drastis ada macet dapat,Negatif
"Dirut pemalas hanya mau nikmati fasilitas mewah tanpa mau kerja keras, harus di ganti",dirut malas mau nikmat fasilitas mewah tanpa mau kerja keras salur ganti,Positif
"Pada..akhirnya... kreditnya disalurkan ke koperasi MP..😂, terus jika di koperasi terjadi kredit macet..jurus apalagi yg dilakukan pa Purbaya...hanya menanyakan..",akhir kredit salur koperasi mp terus salur koperasi jadi kredit macet jurus laku apa purbaya tanya,Negatif
"Anak kecil bisa dan pintar bagi duit, ttp apakah bisa kembalikan",anak kecil pintar duit tetap kembali,Negatif
Setuju kata pak Purbaya masa Dirut Bank enak enakan dengan gaji besar tunjangan besar dan bonus besarnya,tuju kata pak purbaya masa dirut bank enak enak gaji besar tunjang besar bonus besar,Positif
"Mantap, pecat saja direktur2 yang cuma tunggu laporan bawahan. Dikasih uang kok kebingungan, gimana disuruh cari..😂😂😂....",mantap pecat direktur cuma tunggu lapor bawah kasih uang kok bingung bagaimana suruh cari,Positif
"plg uangnya dipakai utk kenaikan gaji karyawan dan petingginya. sisanya ksh kredit dgn mudah dan kl sdh macet, yah tinggal lapor aja terjd kredit macet. pdhal mungkin pejabat bank dgn penerima kredit konkalikong alias bekerjasama utk ambil uang panas tsb.",pulang uang pakai naik gaji karyawan petinggi sisa beri kredit moga kalau macet nya tinggal lapor terjd kredit macet padahal mungkin jabat bank terima kredit konkalikong alias bekerjasama ambil uang panas sebut,Negatif
"Betul pak, itu bumn juga kalo rugi suruh presiden pecat udah gaji tiap bulan ratusan juta tetap aja rugi ngapain digaji kalo gitu",betul pak bumn kalau rugi suruh presiden pecat gaji tiap bulan ratus juta tetap rugi kapai gaji kalau,Positif
Krn selama ini banyak disalurkan kepada pelaku UMKM dadakan yg mendapat rekomendasi dr Parpol 😊😊😊,lama banyak salur laku umkm dada dapat rekomendasi parpol,Positif
Sikat saja pak ..pasti fiktif tuh,sikat pak fiktif,Positif
"Masalahnya skrg semua  sudah ada kredit di bank maupun pinjol.   Yg belum ada kredit tentu masyarakat yg tidak ada penghasilan.mereka ngga mau kredit krna  tidak usaha, penghasilan hanya bisa memenuhi kebutuhan sehari Harim itupun masih kurang.",masalah sekarang semua kredit salur bank maupun pinjam online belum kredit masyarakat tidak penghasilanmereka tidak mau kredit tidak usaha hasil penuh butuh hari harim itu kurang,Negatif
Banyak bank swasta kerjasama dengan  pinjol,banyak bank swasta kerjasama pinjam online,Netral
Rakyat kecil mencari pinjaman di bank milik negara sampe tolong tolong ga bisa cair padahal jelas pake jaminan yg lebih mahal dng nilai pinjaman,rakyat kecil cari pinjam salur bank milik negara tidak cair padahal jelas pakai jamin lebih mahal nilai pinjam,Positif
"Tugas dirut bank kn ngatur uang, kok malah pusing!?!?!",tugas dirut bank kan atur uang kok malah pusing,Positif
"Memang dilema uang banyak tapi mau di kucurkan semena mena bisa kredit macet,,di salurkan ke umkm penyerapan sedikit, kalau utk investor rawan macet, apalagi pinjaman fiktif kongkalikong sama bank lebih parah lagi..",memang dilema uang banyak mau salur kucur semena mena kredit macet salur salur umkm serap sedikit kalau investor rawan macet pinjam fiktif kongkalikong saling bank lebih parah,Negatif
